Nº;Nombre;Total;Por mil (‰)
76;MAITANE;  36;2,515
77;LAURA;  35;2,445
78;NAGORE;  35;2,445
79;JULIA;  34;2,375
80;OLIVIA;  34;2,375
81;IRAIDE;  32;2,236
82;NAHIKARI;  32;2,236
83;MALAK;  30;2,096
84;PAULE;  30;2,096
85;AMIRA;  29;2,026
86;LOREA;  29;2,026
87;SALMA;  29;2,026
88;ANDREA;  28;1,956
89;MIREIA;  28;1,956
90;ARIADNA;  27;1,886
91;LARA;  27;1,886
92;VEGA;  27;1,886
93;CARLOTA;  26;1,817
94;MARINA;  26;1,817
95;AIORA;  25;1,747
96;CARMEN;  25;1,747
97;ELENA;  25;1,747
98;HAIZENE;  25;1,747
99;KHADIJA;  25;1,747
100;YAIZA;  25;1,747
101;ALEJANDRA;  24;1,677
102;ALMA;  24;1,677
103;DANIELLA;  24;1,677
104;ERIKA;  24;1,677
105;FATIMA;  24;1,677
106;MARWA;  24;1,677
107;MIA;  24;1,677
108;AISHA;  23;1,607
109;LUNA;  23;1,607
110;SARAY;  23;1,607
111;VALENTINA;  23;1,607
112;ARRATE;  22;1,537
113;ANA;  21;1,467
114;ISABELLA;  21;1,467
115;YASMIN;  21;1,467
116;ARAITZ;  20;1,397
117;ELSA;  20;1,397
118;IARA;  20;1,397
119;LEYRE;  20;1,397
120;NOUR;  20;1,397
121;ANGELA;  19;1,327
122;IZADI;  19;1,327
123;JANIRE;  19;1,327
124;ALIZE;  18;1,258
125;CLARA;  18;1,258
126;DINA;  18;1,258
127;EVA;  18;1,258
128;IRIS;  18;1,258
129;LINA;  18;1,258
130;MARTA;  18;1,258
131;ARHANE;  17;1,188
132;AYALA;  17;1,188
133;ISRAA;  17;1,188
134;MAITE;  17;1,188
135;NAIRA;  17;1,188
136;NAYRA;  17;1,188
137;XARE;  17;1,188
138;ALICIA;  16;1,118
139;ARIANNE;  16;1,118
140;CELIA;  16;1,118
141;GABRIELA;  16;1,118
142;IRATXE;  16;1,118
143;ITSASNE;  16;1,118
144;JULENE;  16;1,118
145;KATTALIN;  16;1,118
146;LAIDA;  16;1,118
147;MARIAM;  16;1,118
148;ROCIO;  16;1,118
149;RUTH;  16;1,118
150;SANDRA;  16;1,118
151;ZURIÑE;  16;1,118
152;AIARA;  15;1,048
153;ALEXIA;  15;1,048
154;ARAI;  15;1,048
155;EDURNE;  15;1,048
156;SAMIRA;  15;1,048
157;YARA;  15;1,048
158;ANIA;  14;0,978
159;ARIADNE;  14;0,978
160;HIDAYA;  14;0,978
161;LOLA;  14;0,978
162;MIRARI;  14;0,978
163;NEKANE;  14;0,978
164;RANIA;  14;0,978
165;VICTORIA;  14;0,978
166;ELISA;  13;0,908
167;ESTIBALIZ;  13;0,908
168;HELENE;  13;0,908
169;IRADI;  13;0,908
170;LIA;  13;0,908
171;AMINA;  12;0,838
172;ARENE;  12;0,838
173;CANDELA;  12;0,838
174;EKHIÑE;  12;0,838
175;ELIA;  12;0,838
176;FATIMA ZAHRA;  12;0,838
177;HELENA;  12;0,838
178;ITSASO;  12;0,838
179;JIMENA;  12;0,838
180;KEIRA;  12;0,838
181;LARRAITZ;  12;0,838
182;SILVIA;  12;0,838
183;AITZIBER;  11;0,769
184;ARANE;  11;0,769
185;ARWA;  11;0,769
186;AZAHARA;  11;0,769
187;CLOE;  11;0,769
188;HEGOA;  11;0,769
189;HENAR;  11;0,769
190;IZANE;  11;0,769
191;MIRIAM;  11;0,769
192;NADIA;  11;0,769
193;NAYELI;  11;0,769
194;NICOLE;  11;0,769
195;RIM;  11;0,769
196;RITAJ;  11;0,769
197;TRIANA;  11;0,769
198;YASMINA;  11;0,769
199;ZAIRA;  11;0,769
200;ZIORTZA;  11;0,769
201;AFRICA;  10;0,699
202;AICHA;  10;0,699
203;ALAE;  10;0,699
204;ALAINE;  10;0,699
205;AMAL;  10;0,699
206;AMARA;  10;0,699
207;AMAYA;  10;0,699
208;BASMA;  10;0,699
209;BEATRIZ;  10;0,699
210;GRETA;  10;0,699
211;IMAN;  10;0,699
212;INAS;  10;0,699
213;IRINA;  10;0,699
214;ISABEL;  10;0,699
215;ITXASO;  10;0,699
216;KIARA;  10;0,699
217;MERIEM;  10;0,699
218;NAHIANE;  10;0,699
219;NURIA;  10;0,699
220;OIHANA;  10;0,699
221;OLAITZ;  10;0,699
222;ONINTZE;  10;0,699
223;SARE;  10;0,699
224;SHEILA;  10;0,699
225;ADARA;  9;0,629
226;AFRIKA;  9;0,629
227;ARYA;  9;0,629
228;CATALINA;  9;0,629
229;CAYETANA;  9;0,629
230;EKIÑE;  9;0,629
231;ESTHER;  9;0,629
232;GALA;  9;0,629
233;HIBA;  9;0,629
234;INDIRA;  9;0,629
235;IONE;  9;0,629
236;ITZIAR;  9;0,629
237;IZARBE;  9;0,629
238;JUDITH;  9;0,629
239;JULE;  9;0,629
240;LEXURI;  9;0,629
241;MANAR;  9;0,629
242;MARYAM;  9;0,629
243;MENCIA;  9;0,629
244;NATALIA;  9;0,629
245;NOEMI;  9;0,629
246;ONEKA;  9;0,629
247;SOPHIA;  9;0,629
248;ZALOA;  9;0,629
249;AMANE;  8;0,559
250;ANAIS;  8;0,559
251;ARIANA;  8;0,559
252;BLANCA;  8;0,559
253;CAROLINA;  8;0,559
254;DAMARIS;  8;0,559
255;DANA;  8;0,559
256;DOUAA;  8;0,559
257;FARAH;  8;0,559
258;GOIZANE;  8;0,559
259;GOIZEDER;  8;0,559
260;HAJAR;  8;0,559
261;IGONE;  8;0,559
262;ITXASNE;  8;0,559
263;ITZEL;  8;0,559
264;IZARGI;  8;0,559
265;KARLA;  8;0,559
266;KEYLA;  8;0,559
267;LENA;  8;0,559
268;MAI;  8;0,559
269;MALENA;  8;0,559
270;MANUELA;  8;0,559
271;NARA;  8;0,559
272;NOELIA;  8;0,559
273;REBECA;  8;0,559
274;SAMARA;  8;0,559
275;TASNIM;  8;0,559
276;YANIRE;  8;0,559
277;YASMINE;  8;0,559
278;ZAINAB;  8;0,559
279;ABRIL;  7;0,489
280;ADA;  7;0,489
281;ALAA;  7;0,489
282;ANASTASIA;  7;0,489
283;AYLA;  7;0,489
284;CHARLOTTE;  7;0,489
285;DANAE;  7;0,489
286;DANIA;  7;0,489
287;ELIZABETH;  7;0,489
288;ERIN;  7;0,489
289;EUKENE;  7;0,489
290;GOIATZ;  7;0,489
291;GURE;  7;0,489
292;HAFSA;  7;0,489
293;INSAF;  7;0,489
294;INTZA;  7;0,489
295;IUNE;  7;0,489
296;KAWTAR;  7;0,489
297;LAYLA;  7;0,489
298;LEA;  7;0,489
299;LEIZURI;  7;0,489
300;LIDE;  7;0,489
301;LIERNI;  7;0,489
302;PAOLA;  7;0,489
303;SALOME;  7;0,489
304;UXIA;  7;0,489
305;AFNAN;  6;0,419
306;AINIZE;  6;0,419
307;AINTZANE;  6;0,419
308;AIURI;  6;0,419
309;AIZA;  6;0,419
310;ALEXANDRA;  6;0,419
311;ALIA;  6;0,419
312;ANTIA;  6;0,419
313;ANTONELLA;  6;0,419
314;ARIXEN;  6;0,419
315;ASHLEY;  6;0,419
316;AUNITZ;  6;0,419
317;CRISTINA;  6;0,419
318;DANNA;  6;0,419
319;DEIANE;  6;0,419
320;DIANA;  6;0,419
321;EUNATE;  6;0,419
322;IBONE;  6;0,419
323;IDAIRA;  6;0,419
324;ILAZKI;  6;0,419
325;IZASKUN;  6;0,419
326;JESSICA;  6;0,419
327;LAIENE;  6;0,419
328;LAILA;  6;0,419
329;LIDIA;  6;0,419
330;MAIER;  6;0,419
331;NAZARET;  6;0,419
332;NOHA;  6;0,419
333;NUR;  6;0,419
334;PATRICIA;  6;0,419
335;SAFAA;  6;0,419
336;THALIA;  6;0,419
337;YOUSRA;  6;0,419
338;AHLAM;  5;0,349
339;ALDARA;  5;0,349
340;AMAIUR;  5;0,349
341;ANA SOFIA;  5;0,349
342;ANAYA;  5;0,349
343;ANNA;  5;0,349
344;ARIANNA;  5;0,349
345;ASMA;  5;0,349
346;AYLEN;  5;0,349
347;BOUCHRA;  5;0,349
348;DUNIA;  5;0,349
349;ELBA;  5;0,349
350;ENEA;  5;0,349
351;FIRDAOUS;  5;0,349
352;GAROA;  5;0,349
353;GOIZARGI;  5;0,349
354;GORANE;  5;0,349
355;ILUNE;  5;0,349
356;IMANE;  5;0,349
357;INDIA;  5;0,349
358;INGRID;  5;0,349
359;IZEL;  5;0,349
360;JAIONE;  5;0,349
361;JANA;  5;0,349
362;JOANE;  5;0,349
363;JOSUNE;  5;0,349
364;KATALIN;  5;0,349
365;LUA;  5;0,349
366;MAYRA;  5;0,349
367;MIKELE;  5;0,349
368;NAYLA;  5;0,349
369;NIHAD;  5;0,349
370;NIKOLE;  5;0,349
371;NIRA;  5;0,349
372;NOAH;  5;0,349
373;RIHAB;  5;0,349
374;SONIA;  5;0,349
375;TERESA;  5;0,349
376;UZURI;  5;0,349
377;ZEIANE;  5;0,349
;;;
