Nº;Nombre;Total;Por mil (‰)
94;IARA;  55;1,846
95;NAGORE;  55;1,846
96;ENERITZ;  54;1,812
97;ALAZNE;  53;1,779
98;LARA;  52;1,745
99;ANA;  51;1,711
100;ARANE;  51;1,711
101;VALERIA;  51;1,711
102;AIARA;  50;1,678
103;AMAIUR;  50;1,678
104;ELENA;  50;1,678
105;AMANE;  49;1,644
106;HEGOA;  49;1,644
107;MAIER;  49;1,644
108;NAIRA;  49;1,644
109;XARE;  49;1,644
110;ANDREA;  47;1,577
111;LORE;  47;1,577
112;MARTA;  47;1,577
113;AYA;  46;1,544
114;JOANE;  46;1,544
115;VALENTINA;  46;1,544
116;ITXASO;  45;1,51
117;ITSASO;  43;1,443
118;VEGA;  43;1,443
119;JULENE;  42;1,409
120;XUNE;  42;1,409
121;ARAIA;  41;1,376
122;OLATZ;  40;1,342
123;LAIENE;  39;1,309
124;ZOE;  39;1,309
125;KATIXA;  38;1,275
126;ALMA;  37;1,242
127;ANI;  36;1,208
128;EVA;  36;1,208
129;ALAINE;  35;1,174
130;CLARA;  35;1,174
131;IHINTZA;  35;1,174
132;KARLA;  35;1,174
133;LUNA;  35;1,174
134;MIREIA;  35;1,174
135;AISHA;  33;1,107
136;SARE;  33;1,107
137;ARAI;  32;1,074
138;LINA;  32;1,074
139;NADIA;  32;1,074
140;NATALE;  32;1,074
141;YARA;  32;1,074
142;OIHANA;  31;1,04
143;EIRE;  29;0,973
144;NAHIKARI;  29;0,973
145;NARA;  29;0,973
146;SALMA;  29;0,973
147;ALEJANDRA;  28;0,94
148;AMIRA;  28;0,94
149;CARMEN;  28;0,94
150;ERIKA;  28;0,94
151;IXONE;  28;0,94
152;KIRA;  28;0,94
153;SUA;  28;0,94
154;ARIANNE;  27;0,906
155;XUHARE;  27;0,906
156;FATIMA;  26;0,872
157;GABRIELA;  26;0,872
158;MALAK;  26;0,872
159;VICTORIA;  26;0,872
160;DEIANE;  25;0,839
161;ELSA;  25;0,839
162;ITZIAR;  25;0,839
163;KIARA;  25;0,839
164;NERE;  25;0,839
165;AINHIZE;  24;0,805
166;ARIADNA;  24;0,805
167;IRATXE;  24;0,805
168;MARIAM;  24;0,805
169;NATALIA;  24;0,805
170;TELMA;  24;0,805
171;YASMIN;  24;0,805
172;AIA;  23;0,772
173;AMALUR;  23;0,772
174;ANITZ;  23;0,772
175;ELORRI;  23;0,772
176;NOAH;  23;0,772
177;UXURI;  23;0,772
178;CANDELA;  22;0,738
179;EDURNE;  22;0,738
180;EKIA;  22;0,738
181;IRADI;  22;0,738
182;LIERNI;  22;0,738
183;LOLA;  22;0,738
184;NILE;  22;0,738
185;NOUR;  22;0,738
186;AFRIKA;  21;0,705
187;BIDATZ;  21;0,705
188;UMA;  21;0,705
189;UXIA;  21;0,705
190;ZURIÑE;  21;0,705
191;ALICIA;  20;0,671
192;ALIZE;  20;0,671
193;CARLOTA;  20;0,671
194;GOIATZ;  20;0,671
195;HELENA;  20;0,671
196;MAGALI;  20;0,671
197;MARWA;  20;0,671
198;ALEXANDRA;  19;0,638
199;ELIA;  19;0,638
200;IRIS;  19;0,638
201;KAREN;  19;0,638
202;ZUHARA;  19;0,638
203;ENEA;  18;0,604
204;KHLOE;  18;0,604
205;LEXURI;  18;0,604
206;LEYRE;  18;0,604
207;YAIZA;  18;0,604
208;AIURI;  17;0,57
209;CLOE;  17;0,57
210;GALA;  17;0,57
211;IERA;  17;0,57
212;MARE;  17;0,57
213;AMETS;  16;0,537
214;ERIN;  16;0,537
215;GAROA;  16;0,537
216;IARE;  16;0,537
217;ILAZKI;  16;0,537
218;IZEIA;  16;0,537
219;JIMENA;  16;0,537
220;LILI;  16;0,537
221;MIRIAM;  16;0,537
222;ANETTE;  15;0,503
223;BLANCA;  15;0,503
224;HIBA;  15;0,503
225;JARA;  15;0,503
226;KAIA;  15;0,503
227;KLOE;  15;0,503
228;LENA;  15;0,503
229;MADDALEN;  15;0,503
230;MANUELA;  15;0,503
231;MIRARI;  15;0,503
232;NUR;  15;0,503
233;NURIA;  15;0,503
234;SAMIRA;  15;0,503
235;AICHA;  14;0,47
236;AINITZE;  14;0,47
237;ANARI;  14;0,47
238;ARIADNE;  14;0,47
239;DANIELLA;  14;0,47
240;DIANA;  14;0,47
241;EDITH;  14;0,47
242;EKIÑE;  14;0,47
243;ELISA;  14;0,47
244;ISABELLA;  14;0,47
245;KHADIJA;  14;0,47
246;LEIA;  14;0,47
247;NAIMA;  14;0,47
248;NICOLE;  14;0,47
249;AITZIBER;  13;0,436
250;AIZPEA;  13;0,436
251;ARWA;  13;0,436
252;BIDANE;  13;0,436
253;DANA;  13;0,436
254;IRANTZU;  13;0,436
255;ISRAA;  13;0,436
256;JUDITH;  13;0,436
257;LARRAITZ;  13;0,436
258;MIREN AMAIUR;  13;0,436
259;NAYRA;  13;0,436
260;ONEKA;  13;0,436
261;RUTH;  13;0,436
262;SARAY;  13;0,436
263;ZAIRA;  13;0,436
264;ADARA;  12;0,403
265;AINA;  12;0,403
266;BERA;  12;0,403
267;EIRA;  12;0,403
268;EURI;  12;0,403
269;HENAR;  12;0,403
270;IDOIA;  12;0,403
271;NAIKE;  12;0,403
272;NOEMI;  12;0,403
273;NURA;  12;0,403
274;PAOLA;  12;0,403
275;SARAH;  12;0,403
276;YERA;  12;0,403
277;AINES;  11;0,369
278;ALANA;  11;0,369
279;ANA MARIA;  11;0,369
280;ANGELA;  11;0,369
281;CRISTINA;  11;0,369
282;GOIZANE;  11;0,369
283;ISABEL;  11;0,369
284;ITSASNE;  11;0,369
285;ITZEA;  11;0,369
286;KIMA;  11;0,369
287;LORENA;  11;0,369
288;LUA;  11;0,369
289;MAULE;  11;0,369
290;MAYA;  11;0,369
291;MIKAELA;  11;0,369
292;NIRA;  11;0,369
293;ONINTZA;  11;0,369
294;REBECA;  11;0,369
295;SHEILA;  11;0,369
296;WIAM;  11;0,369
297;ZIHARA;  11;0,369
298;AINERE;  10;0,336
299;AIXA;  10;0,336
300;ANIA;  10;0,336
301;ANNETTE;  10;0,336
302;ARIANA;  10;0,336
303;ASHLEY;  10;0,336
304;AZAHARA;  10;0,336
305;ELEN;  10;0,336
306;ENARE;  10;0,336
307;EUNATE;  10;0,336
308;IBONE;  10;0,336
309;INAS;  10;0,336
310;IRINA;  10;0,336
311;JANIS;  10;0,336
312;JOANA;  10;0,336
313;LEAH;  10;0,336
314;MALENA;  10;0,336
315;MIKELE;  10;0,336
316;NAYELI;  10;0,336
317;NEIA;  10;0,336
318;RAQUEL;  10;0,336
319;YANIRE;  10;0,336
320;ABRIL;  9;0,302
321;AINHITZE;  9;0,302
322;AMINA;  9;0,302
323;ANAIS;  9;0,302
324;ANUK;  9;0,302
325;BASMA;  9;0,302
326;CELIA;  9;0,302
327;FATIMA ZAHRA;  9;0,302
328;GRETA;  9;0,302
329;INDARA;  9;0,302
330;IONE;  9;0,302
331;KATRIN;  9;0,302
332;LAILA;  9;0,302
333;LEYLA;  9;0,302
334;NARE;  9;0,302
335;NEKANE;  9;0,302
336;ONA;  9;0,302
337;ROCIO;  9;0,302
338;SILVIA;  9;0,302
339;TASNIM;  9;0,302
340;YANIRA;  9;0,302
341;YASMINA;  9;0,302
342;ABIGAIL;  8;0,268
343;ADHARA;  8;0,268
344;ALAA;  8;0,268
345;ALEXIA;  8;0,268
346;AMAL;  8;0,268
347;AMALE;  8;0,268
348;ANET;  8;0,268
349;ANIE;  8;0,268
350;ANOUK;  8;0,268
351;ARYA;  8;0,268
352;BIANCA;  8;0,268
353;DINA;  8;0,268
354;EKHIA;  8;0,268
355;ELISABETH;  8;0,268
356;EUKENE;  8;0,268
357;IBANE;  8;0,268
358;ITZEL;  8;0,268
359;IUNE;  8;0,268
360;KARLE;  8;0,268
361;KEIRA;  8;0,268
362;LEILA;  8;0,268
363;MAIANE;  8;0,268
364;NAHIANE;  8;0,268
365;NAHIARA;  8;0,268
366;NAOMI;  8;0,268
367;NAZARET;  8;0,268
368;NOELIA;  8;0,268
369;NOHA;  8;0,268
370;RIM;  8;0,268
371;SIMONE;  8;0,268
372;TERESA;  8;0,268
373;THAIS;  8;0,268
374;UXUNE;  8;0,268
375;ZAINAB;  8;0,268
376;AFRICA;  7;0,235
377;AINTZANE;  7;0,235
378;ALDARA;  7;0,235
379;AMELIE;  7;0,235
380;ANTIA;  7;0,235
381;ARRATE;  7;0,235
382;AYELEN;  7;0,235
383;BAYAN;  7;0,235
384;CAROLINA;  7;0,235
385;CAYETANA;  7;0,235
386;DANELE;  7;0,235
387;DANIA;  7;0,235
388;ESTRELLA;  7;0,235
389;GORETTI;  7;0,235
390;HAIZE;  7;0,235
391;HIART;  7;0,235
392;IDURRE;  7;0,235
393;IMAN;  7;0,235
394;ITZAL;  7;0,235
395;IZASKUN;  7;0,235
396;JANA;  7;0,235
397;JOAR;  7;0,235
398;JUNCAL;  7;0,235
399;KEYLA;  7;0,235
400;LEIANE;  7;0,235
401;MAI;  7;0,235
402;MAITENA;  7;0,235
403;MAORE;  7;0,235
404;MARIA JOSE;  7;0,235
405;MAYRA;  7;0,235
406;MICAELA;  7;0,235
407;NINA;  7;0,235
408;NINBE;  7;0,235
409;NOR;  7;0,235
410;RAZAN;  7;0,235
411;RUT;  7;0,235
412;SAFAA;  7;0,235
413;SANDRA;  7;0,235
414;SOPHIA;  7;0,235
415;TANIA;  7;0,235
416;YOUSRA;  7;0,235
417;ZIORTZA;  7;0,235
418;ADA;  6;0,201
419;AKANE;  6;0,201
420;ARGIA;  6;0,201
421;ARIANNA;  6;0,201
422;AYLEN;  6;0,201
423;BEATRIZ;  6;0,201
424;DAMARIS;  6;0,201
425;EKHIÑE;  6;0,201
426;ELBA;  6;0,201
427;ELI;  6;0,201
428;EMILY;  6;0,201
429;ESTHER;  6;0,201
430;GAIA;  6;0,201
431;GOIURI;  6;0,201
432;IANIRE;  6;0,201
433;IDAIRA;  6;0,201
434;ISRAE;  6;0,201
435;ITOITZ;  6;0,201
436;IZARBE;  6;0,201
437;IZARNE;  6;0,201
438;JADE;  6;0,201
439;JOSUNE;  6;0,201
440;LIDIA;  6;0,201
441;LLUNA;  6;0,201
442;MAE;  6;0,201
443;MANAR;  6;0,201
444;MARGOT;  6;0,201
445;MARIANA;  6;0,201
446;MATIXA;  6;0,201
447;MELISSA;  6;0,201
448;MILENA;  6;0,201
449;NAYLA;  6;0,201
450;NOOR;  6;0,201
451;NORAH;  6;0,201
452;PATRICIA;  6;0,201
453;VERONICA;  6;0,201
454;AINE;  5;0,168
455;AINTZIRA;  5;0,168
456;ALAE;  5;0,168
457;ALEXA;  5;0,168
458;AMALIA;  5;0,168
459;AMETSA;  5;0,168
460;AMY;  5;0,168
461;ANGIE;  5;0,168
462;ANNA;  5;0,168
463;AÑES;  5;0,168
464;ARAN;  5;0,168
465;ARIA;  5;0,168
466;ARLET;  5;0,168
467;ASMAA;  5;0,168
468;ASSIL;  5;0,168
469;BARBARA;  5;0,168
470;CATALEYA;  5;0,168
471;CATALINA;  5;0,168
472;CHIARA;  5;0,168
473;CORAIMA;  5;0,168
474;DAFNE;  5;0,168
475;DANAE;  5;0,168
476;DOHA;  5;0,168
477;DUNA;  5;0,168
478;ENEKA;  5;0,168
479;ESTELA;  5;0,168
480;EVELYN;  5;0,168
481;FATOU;  5;0,168
482;GADEA;  5;0,168
483;GISELA;  5;0,168
484;GORANE;  5;0,168
485;HAFSA;  5;0,168
486;HAIZENE;  5;0,168
487;HALIMA;  5;0,168
488;HAYAT;  5;0,168
489;IDARA;  5;0,168
490;IGONE;  5;0,168
491;ILLARI;  5;0,168
492;ILUNE;  5;0,168
493;INDIA;  5;0,168
494;IREA;  5;0,168
495;ITXASNE;  5;0,168
496;IZANE;  5;0,168
497;IZEL;  5;0,168
498;KLARA;  5;0,168
499;KRISTINA;  5;0,168
500;LEIZE;  5;0,168
501;MANAL;  5;0,168
502;MARAM;  5;0,168
503;MELANIE;  5;0,168
504;MELODY;  5;0,168
505;MICHELLE;  5;0,168
506;NAILA;  5;0,168
507;RANIA;  5;0,168
508;RITAJ;  5;0,168
509;SAMARA;  5;0,168
510;SARAI;  5;0,168
511;SELENE;  5;0,168
512;SIRA;  5;0,168
513;SOPHIE;  5;0,168
514;TAMARA;  5;0,168
515;TRIANA;  5;0,168
516;UZURI;  5;0,168
517;VIOLETA;  5;0,168
518;XUBANE;  5;0,168
519;YUNE;  5;0,168
520;ZAHRA;  5;0,168
