Nº;Nombre;Total;Por mil (‰)
126;OLIVER;  22;1,451
127;ZUHAITZ;  22;1,451
128;ADUR;  21;1,385
129;ANGEL;  21;1,385
130;AYOUB;  21;1,385
131;BRUNO;  21;1,385
132;ERIC;  21;1,385
133;IBRAHIM;  21;1,385
134;ISMAEL;  21;1,385
135;LIAM;  21;1,385
136;RODRIGO;  21;1,385
137;IAGO;  20;1,319
138;IÑAKI;  20;1,319
139;MAREN;  20;1,319
140;VICTOR;  20;1,319
141;ARKAITZ;  19;1,253
142;IELTXU;  19;1,253
143;SAMUEL;  19;1,253
144;ALAI;  18;1,187
145;ALEXANDER;  18;1,187
146;AMETZ;  18;1,187
147;CRISTIAN;  18;1,187
148;GARI;  18;1,187
149;JORITZ;  18;1,187
150;KERMAN;  18;1,187
151;LUKAS;  18;1,187
152;SUGOI;  18;1,187
153;CARLOS;  17;1,121
154;INAR;  17;1,121
155;ISAAC;  17;1,121
156;IYAD;  17;1,121
157;YASSIN;  17;1,121
158;ZAKARIA;  17;1,121
159;AKRAM;  16;1,055
160;ILYAS;  16;1,055
161;MARKO;  16;1,055
162;RAUL;  16;1,055
163;TEO;  16;1,055
164;AGER;  15;0,99
165;ALAN;  15;0,99
166;ALI;  15;0,99
167;ELIAS;  15;0,99
168;JESUS;  15;0,99
169;KILIAN;  15;0,99
170;KOLDO;  15;0,99
171;BILAL;  14;0,924
172;DARIO;  14;0,924
173;KENAI;  14;0,924
174;MATIAS;  14;0,924
175;RUBEN;  14;0,924
176;XUBAN;  14;0,924
177;ALEIX;  13;0,858
178;KEVIN;  13;0,858
179;MOHAMMED;  13;0,858
180;PEDRO;  13;0,858
181;SANTIAGO;  13;0,858
182;YAGO;  13;0,858
183;AIERT;  12;0,792
184;EIDEN;  12;0,792
185;ISMAIL;  12;0,792
186;SUHAR;  12;0,792
187;YOEL;  12;0,792
188;YOUNES;  12;0,792
189;AHMED;  11;0,726
190;CHRISTIAN;  11;0,726
191;ELIAN;  11;0,726
192;IGNACIO;  11;0,726
193;JOSE;  11;0,726
194;MAEL;  11;0,726
195;MOHAMED AMIN;  11;0,726
196;SEBASTIAN;  11;0,726
197;WALID;  11;0,726
198;ARETX;  10;0,66
199;BRAIS;  10;0,66
200;EGOI;  10;0,66
201;ETHAN;  10;0,66
202;JOSEBA;  10;0,66
203;NAKOR;  10;0,66
204;NICO;  10;0,66
205;PAUL;  10;0,66
206;RAFAEL;  10;0,66
207;SAAD;  10;0,66
208;SAUL;  10;0,66
209;SENDOA;  10;0,66
210;YASSER;  10;0,66
211;ADNAN;  9;0,594
212;ALBERTO;  9;0,594
213;AMIN;  9;0,594
214;EIDAN;  9;0,594
215;ISRAEL;  9;0,594
216;JAIME;  9;0,594
217;JON ANDER;  9;0,594
218;JOSE ANTONIO;  9;0,594
219;KAIET;  9;0,594
220;MANUEL;  9;0,594
221;MARK;  9;0,594
222;MOUAD;  9;0,594
223;ABRAHAM;  8;0,528
224;ADAY;  8;0,528
225;ANARTZ;  8;0,528
226;ANDRES;  8;0,528
227;ANTONIO;  8;0,528
228;GARIKOITZ;  8;0,528
229;LUIS;  8;0,528
230;MIGUEL ANGEL;  8;0,528
231;NABIL;  8;0,528
232;OSCAR;  8;0,528
233;SAMI;  8;0,528
234;XABAT;  8;0,528
235;YERAI;  8;0,528
236;ADONAY;  7;0,462
237;EDUARDO;  7;0,462
238;ENAI;  7;0,462
239;ENRIQUE;  7;0,462
240;EUKEN;  7;0,462
241;FERNANDO;  7;0,462
242;KAI;  7;0,462
243;LIZAR;  7;0,462
244;MARWAN;  7;0,462
245;MOHAMED AMINE;  7;0,462
246;NATHAN;  7;0,462
247;NIZAR;  7;0,462
248;PAU;  7;0,462
249;TIAGO;  7;0,462
250;YUSEF;  7;0,462
251;ABDELKADER;  6;0,396
252;ANJE;  6;0,396
253;ANWAR;  6;0,396
254;ARTURO;  6;0,396
255;BORJA;  6;0,396
256;BRAHIM;  6;0,396
257;BRIAN;  6;0,396
258;BRYAN;  6;0,396
259;EDGAR;  6;0,396
260;EMANUEL;  6;0,396
261;ESTEBAN;  6;0,396
262;GILEN;  6;0,396
263;HAITZ;  6;0,396
264;HAMZA;  6;0,396
265;JAIRO;  6;0,396
266;JURGI;  6;0,396
267;KARIM;  6;0,396
268;KEPA;  6;0,396
269;LEONARDO;  6;0,396
270;LUAR;  6;0,396
271;NIKOLAS;  6;0,396
272;POL;  6;0,396
273;YAHYA;  6;0,396
274;YASIR;  6;0,396
275;YASSINE;  6;0,396
276;ZIGOR;  6;0,396
277;ABDELLAH;  5;0,33
278;ABDULLAH;  5;0,33
279;ABEL;  5;0,33
280;AIDEN;  5;0,33
281;AKETZA;  5;0,33
282;ALEN;  5;0,33
283;ARAN;  5;0,33
284;ARIAN;  5;0,33
285;DENIS;  5;0,33
286;EDAHI;  5;0,33
287;EDORTA;  5;0,33
288;EIHAR;  5;0,33
289;EMMANUEL;  5;0,33
290;ENOL;  5;0,33
291;FRANCISCO;  5;0,33
292;GARTZEN;  5;0,33
293;HAIZE;  5;0,33
294;HARON;  5;0,33
295;HARRI;  5;0,33
296;HARRIET;  5;0,33
297;HELDER;  5;0,33
298;ISHAK;  5;0,33
299;ISLAM;  5;0,33
300;ITZEL;  5;0,33
301;IXAI;  5;0,33
302;JAGOBA;  5;0,33
303;JOHN;  5;0,33
304;JOSE MARIA;  5;0,33
305;JOSUE;  5;0,33
306;JUAN JOSE;  5;0,33
307;KELIAN;  5;0,33
308;MAHER;  5;0,33
309;MAIU;  5;0,33
310;MICHAEL;  5;0,33
311;NASSER;  5;0,33
312;NASSIM;  5;0,33
313;OUSSAMA;  5;0,33
314;SALIM;  5;0,33
315;UR;  5;0,33
316;YASER;  5;0,33
317;YEIKO;  5;0,33
