Nº;Nombre;Total;Por mil (‰)
591;MANAR;  6;0,133
592;MARIAMA;  6;0,133
593;NASIRA;  6;0,133
594;NAYADE;  6;0,133
595;NAYLA;  6;0,133
596;NOHA;  6;0,133
597;NORAH;  6;0,133
598;OLAITZ;  6;0,133
599;ONA;  6;0,133
600;SHELLEY;  6;0,133
601;TAMARA;  6;0,133
602;THAIS;  6;0,133
603;YAIRA;  6;0,133
604;YASIRA;  6;0,133
605;YUNE;  6;0,133
606;ADAMA;  5;0,11
607;ADELA;  5;0,11
608;ADUNA;  5;0,11
609;AFNAN;  5;0,11
610;AIRA;  5;0,11
611;AITANE;  5;0,11
612;ALISON;  5;0,11
613;AMELIE;  5;0,11
614;ANARI;  5;0,11
615;ARANTZA;  5;0,11
616;AROHA;  5;0,11
617;AURKENE;  5;0,11
618;AYSHA;  5;0,11
619;AZIZA;  5;0,11
620;BELEN;  5;0,11
621;BIHOTZ;  5;0,11
622;DAIRA;  5;0,11
623;DARIA;  5;0,11
624;EIHARNE;  5;0,11
625;ELAINE;  5;0,11
626;ELIXABETE;  5;0,11
627;ELORRI;  5;0,11
628;EMILE;  5;0,11
629;ENAR;  5;0,11
630;ESTRELLA;  5;0,11
631;EYRA;  5;0,11
632;FATIMETU;  5;0,11
633;FATOUMATA;  5;0,11
634;GARBIÑE;  5;0,11
635;GIULIA;  5;0,11
636;HELEN;  5;0,11
637;IKHLAS;  5;0,11
638;ILLARI;  5;0,11
639;INDHIRA;  5;0,11
640;IRURI;  5;0,11
641;ITZAL;  5;0,11
642;IXEIA;  5;0,11
643;IZORTZE;  5;0,11
644;JUANA;  5;0,11
645;KANDELA;  5;0,11
646;KATIA;  5;0,11
647;KLARA;  5;0,11
648;LUANA;  5;0,11
649;LUCIA MARIA;  5;0,11
650;LUCIANA;  5;0,11
651;LUKE;  5;0,11
652;LYDIA;  5;0,11
653;MARAM;  5;0,11
654;MARIA SOFIA;  5;0,11
655;MATILDE;  5;0,11
656;MELISSA;  5;0,11
657;MERCEDES;  5;0,11
658;MIRENE;  5;0,11
659;MIREYA;  5;0,11
660;NAWAL;  5;0,11
661;OLALLA;  5;0,11
662;OLAYA;  5;0,11
663;RANIA;  5;0,11
664;SAFAE;  5;0,11
665;SIARA;  5;0,11
666;URITZ;  5;0,11
667;VIRGINIA;  5;0,11
668;XIMENA;  5;0,11
669;XUNE;  5;0,11
670;YAMILET;  5;0,11
671;ZIARA;  5;0,11
672;ZURIA;  5;0,11
;;;
