;sexe;prenom;index;nombre
925;2;MARIA SOFIA;3539;5
926;2;MARIA CAMILA;2302;5
927;2;DOAA;6569;5
928;2;MARIOLA;6587;5
929;2;MARIÑE;4597;5
930;2;EIHARNE;3509;5
931;2;ENAR;3514;5
932;2;DARIA;3508;5
933;2;MERITXELL;2308;5
934;2;ELAINE;3510;5
935;2;DAIRA;3507;5
936;2;MAGDALENA;2299;5
937;2;EMILE;3513;5
938;2;EYRA;3516;5
939;2;ASSIL;5519;5
940;2;URITZ;3551;5
941;2;NOUR EL HOUDA;7641;5
942;2;KLAUDIA;2297;5
943;2;SAROA;2317;5
944;2;KHAWLA;6580;5
945;2;KENIA;7629;5
946;2;SHIRA;7649;5
947;2;SIENA;7650;5
948;2;SIHAM;6597;5
949;2;SOLEDAD;2319;5
950;2;KARLOTA;2295;5
951;2;HALIMA;5538;5
952;2;KARINA;7626;5
953;2;HANNA;7619;5
954;2;KANDELA;3530;5
955;2;ALICE;7597;5
956;2;HAYAT;5539;5
957;2;ANAYA;1167;5
958;2;ANGELINA;6562;5
959;2;SAMAR;7647;5
960;2;ORREAGA;6594;5
961;2;OIARTZA;2313;5
962;2;ASMA;1170;5
963;2;FATIMETU;3517;5
964;2;OLALLA;3546;5
965;2;OMNIA;7643;5
966;2;ONDITZ;4604;5
967;2;FLAVIA;2283;5
968;2;SAFIRA;2316;5
969;2;PAULA MARIA;2314;5
970;2;ARAN;5515;5
971;2;ARALE;4572;5
972;2;MARIA FERNANDA;2305;5
973;2;ANTONIA;6563;5
974;2;SABELA;7646;5
975;2;ISLAM;7624;5
